,f,Omega
56,3.750742022010269e-07,1.071435270027544e-06
57,4.6094887689935635e-07,1.2039897105403558e-06
58,5.473507703308336e-07,1.3268957591974516e-06
59,6.443976362757625e-07,1.434194427085674e-06
60,7.586374926196973e-07,1.5806003045578453e-06
61,8.855027172541527e-07,1.7084146456371751e-06
62,1.0424860727424221e-06,1.882813555964191e-06
63,1.2378710109011388e-06,2.1157490439795894e-06
64,1.4573227880289352e-06,2.331729589883795e-06
65,1.7756555123858292e-06,2.6202034901374947e-06
66,2.1265753260447587e-06,3.0610996652644074e-06
67,2.4608666142118203e-06,3.4398088274825386e-06
68,2.872288022347009e-06,3.86537063915059e-06
69,3.499574649612316e-06,4.515788492826514e-06
70,4.049697329645272e-06,5.074466962619127e-06
71,4.7267483198378406e-06,5.702263291475686e-06
72,5.517092087041841e-06,6.2843634900256565e-06
73,6.275670891669172e-06,6.925885820426085e-06
74,7.077460897291287e-06,7.632896231052216e-06
75,8.190016606619459e-06,8.577212997265698e-06
76,9.23655333401641e-06,9.270804428560062e-06
77,1.0688511924166616e-05,1.0417757798967484e-05
78,1.2475476971891745e-05,1.170660846038413e-05
79,1.4436584681717789e-05,1.3154911478007282e-05
80,1.6563304997062125e-05,1.4497795205369159e-05
81,2.0007907215478654e-05,1.693730895988489e-05
82,2.33529407548388e-05,1.9032737004653727e-05
83,2.7729297473671447e-05,2.1807249351863545e-05
84,3.2926380882014e-05,2.4505170372221034e-05
85,3.810230958998028e-05,2.7536869289765024e-05
86,4.642441264117123e-05,3.155107827238657e-05
87,5.372219161666638e-05,3.545447369436546e-05
88,6.058254520358587e-05,4.1420324019281715e-05
89,7.010340870263802e-05,4.839003553266522e-05
90,8.042631066599607e-05,5.653252586248623e-05
91,9.148626890243358e-05,6.110399628535506e-05
92,0.00010495785041823646,7.138583826770003e-05
93,0.00012462702179558886,8.179216551539061e-05
94,0.00014421280939863184,9.555516257528357e-05
95,0.00016544253108407702,0.00011605990669318918
96,0.0001865696338212557,0.0001355890650731473
97,0.00021774959058298214,0.0001615139064721657
98,0.0002434373238438213,0.00020394994615051138
99,0.00027922861284740994,0.0002950780545871058
100,0.000301603082486498,0.0003949835452338905
101,0.0003314125949984543,0.0005390932595263311
102,0.00036103886108944676,0.0007649524010680474
103,0.0004035501478151564,0.0011962417434214466
104,0.00043586283857938434,0.0016974205811663755
105,0.00047480917323422197,0.0025040649329057126
106,0.0005084297824007179,0.003622921324118992
107,0.000563432550794374,0.005665567837935729
108,0.0006084812721452821,0.009033806652576913
109,0.0006515434967792902,0.0135884437239333
110,0.000697640638700638,0.020840659357440578
111,0.0007406466170685008,0.030152600358951866
112,0.0007862894967536707,0.04448165058944273
113,0.0008205487164409661,0.06311773486420702
114,0.0008563160973690657,0.08783732656740731
115,0.0008936102931003431,0.12708445347916472
116,0.0009405610379173443,0.1874772387029706
117,0.0009731421226106133,0.26602292155804624
118,0.0010155426505371816,0.3774761954244483
119,0.0010418420814885636,0.47665400095553695
