 -0.885000000000000     
  0.000000E+00  2.467309-100  8.220086-100  1.445752E-99  3.675626E-99  6.087859E-99  8.289683E-99  1.119278E-98
  4.032170E-93  4.206445E-93  4.275349E-93  4.389320E-93  4.522924E-93  4.740670E-93  4.768912E-93  4.877472E-93
  5.010623E-93  5.171692E-93  5.340170E-93  5.410774E-93  5.594307E-93  5.698608E-93  5.788041E-93  5.942609E-93
  6.121674E-93  6.318191E-93  6.476249E-93  6.520645E-93  6.717567E-93  6.872441E-93  7.026125E-93  7.160620E-93
  7.172821E-93  7.524831E-93  7.593629E-93  7.735371E-93  7.869086E-93  8.098089E-93  8.176288E-93  8.257300E-93
  8.527629E-93  8.667250E-93  8.865469E-93  8.949200E-93  9.211301E-93  9.322101E-93  9.403339E-93  9.575717E-93
  9.823212E-93  9.949334E-93  1.009971E-92  1.020234E-92  1.034633E-92  1.064809E-92  1.066834E-92  1.085044E-92
 -0.865000000000000     
  0.000000E+00  1.880254E-94  8.121769E-94  1.305672E-93  3.351233E-93  5.439214E-93  7.584410E-93  9.773283E-93
  1.334013E-92  1.996339E-92  2.142495E-92  1.212424E-92  2.713473E-92  3.869504E-92  4.735584E-92  4.691656E-92
  6.278267E-92  7.305151E-92  8.223309E-92  8.738171E-92  1.024651E-91  1.169036E-91  1.231918E-91  1.389281E-91
  1.510731E-91  1.755346E-91  1.883017E-91  2.036896E-91  2.277661E-91  2.402229E-91  2.550915E-91  2.864380E-91
  2.978377E-91  3.383869E-91  3.589466E-91  3.694125E-91  4.085415E-91  4.291942E-91  4.629231E-91  4.859386E-91
  5.196889E-91  5.591135E-91  5.870016E-91  6.228334E-91  6.395398E-91  7.108513E-91  7.060755E-91  7.569239E-91
  8.090366E-91  8.447526E-91  8.964320E-91  9.177682E-91  9.859325E-91  1.018244E-90  1.048628E-90  1.097250E-90
  1.158322E-90  1.232932E-90  1.242878E-90  1.296864E-90  1.375801E-90  1.391483E-90  1.477705E-90  1.491097E-90
  1.584957E-90  1.660441E-90  1.687239E-90  1.746518E-90  1.785697E-90  1.891395E-90  1.926610E-90  1.967744E-90
  2.080157E-90  2.114731E-90  2.208645E-90  2.233570E-90  2.332350E-90  2.415667E-90  2.443024E-90  2.515863E-90
  2.598785E-90  2.708316E-90  2.748367E-90  2.818786E-90  2.899303E-90  3.036781E-90  3.050411E-90  3.116774E-90
  3.197511E-90  3.297227E-90  3.402712E-90  3.440021E-90  3.554926E-90  3.616602E-90  3.672564E-90  3.766720E-90
  3.872094E-90  3.992753E-90  4.089561E-90  4.114966E-90  4.235585E-90  4.327433E-90  4.419748E-90  4.496695E-90
  4.501249E-90  4.719487E-90  4.757587E-90  4.840601E-90  4.923895E-90  5.060985E-90  5.106058E-90  5.153567E-90
  5.315114E-90  5.401886E-90  5.518021E-90  5.565335E-90  5.725156E-90  5.788327E-90  5.835463E-90  5.937680E-90
  6.088225E-90  6.161953E-90  6.252121E-90  6.314057E-90  6.397751E-90  6.580387E-90  6.591199E-90  6.701361E-90
 -0.855000000000000     
  0.000000E+00  7.710809E-92  3.512350E-91  5.505486E-91  1.406105E-90  2.277779E-90  3.203024E-90  4.078664E-90
  5.606323E-90  8.389573E-90  5.483642E-90  7.778917E-90  1.406944E-89  1.646100E-89  1.993711E-89  1.974467E-89
  2.638253E-89  3.074910E-89  3.461333E-89  3.670814E-89  4.311592E-89  4.914330E-89  5.181389E-89  5.848778E-89
  6.346692E-89  7.374048E-89  7.923408E-89  8.555653E-89  9.573930E-89  1.009876E-88  1.071028E-88  1.202964E-88
  1.249366E-88  1.419898E-88  1.506659E-88  1.550049E-88  1.710798E-88  1.799177E-88  1.940876E-88  2.035234E-88
  2.175339E-88  2.340121E-88  2.455894E-88  2.603255E-88  2.671092E-88  2.971487E-88  2.947916E-88  3.158494E-88
  3.372063E-88  3.517696E-88  3.732992E-88  3.818622E-88  4.100454E-88  4.232858E-88  4.356118E-88  4.552502E-88
  4.801805E-88  5.105840E-88  5.146548E-88  5.366827E-88  5.685017E-88  5.745258E-88  6.098064E-88  6.143524E-88
  6.526881E-88  6.826332E-88  6.932192E-88  7.169533E-88  7.317704E-88  7.751541E-88  7.886572E-88  8.041478E-88
  8.490787E-88  8.623326E-88  8.994548E-88  9.093875E-88  9.483697E-88  9.815960E-88  9.910784E-88  1.019514E-87
  1.052065E-87  1.095172E-87  1.109774E-87  1.137227E-87  1.168068E-87  1.222123E-87  1.226228E-87  1.251829E-87
  1.282564E-87  1.321532E-87  1.362781E-87  1.375301E-87  1.420255E-87  1.443176E-87  1.464707E-87  1.500674E-87
  1.540394E-87  1.586772E-87  1.624081E-87  1.632954E-87  1.679212E-87  1.713709E-87  1.748607E-87  1.776654E-87
  1.777285E-87  1.861930E-87  1.875338E-87  1.905898E-87  1.938341E-87  1.989913E-87  2.006263E-87  2.023751E-87
  2.084805E-87  2.118153E-87  2.161293E-87  2.178076E-87  2.239166E-87  2.262120E-87  2.278937E-87  2.317371E-87
  2.374688E-87  2.401742E-87  2.435683E-87  2.458782E-87  2.489571E-87  2.559265E-87  2.562443E-87  2.604409E-87
 -0.845000000000000     
  0.000000E+00  2.106159E-89  9.817068E-89  1.508977E-88  3.831451E-88  6.198914E-88  8.796215E-88  1.110083E-87
  1.530982E-87  1.738035E-87  1.210120E-87  2.877885E-87  3.894944E-87  4.494581E-87  5.437372E-87  5.385878E-87
  7.183296E-87  8.379687E-87  9.441645E-87  9.990487E-87  1.174998E-86  1.338303E-86  1.411756E-86  1.594985E-86
  1.727918E-86  2.007928E-86  2.160317E-86  2.329667E-86  2.608977E-86  2.751091E-86  2.915409E-86  3.277499E-86
  3.400725E-86  3.866431E-86  4.102974E-86  4.222299E-86  4.654665E-86  4.897240E-86  5.285960E-86  5.539648E-86
  5.918874E-86  6.367988E-86  6.681569E-86  7.077705E-86  7.260245E-86  8.082023E-86  8.013782E-86  8.581765E-86
  9.156565E-86  9.547354E-86  1.013051E-85  1.035891E-85  1.112165E-85  1.147544E-85  1.180659E-85  1.232989E-85
  1.299528E-85  1.380910E-85  1.392259E-85  1.451002E-85  1.535646E-85  1.550821E-85  1.645221E-85  1.655870E-85
  1.758537E-85  1.837097E-85  1.864436E-85  1.926733E-85  1.964190E-85  2.080276E-85  2.114203E-85  2.153558E-85
  2.271734E-85  2.305129E-85  2.401542E-85  2.427401E-85  2.528817E-85  2.615315E-85  2.637452E-85  2.710011E-85
  2.794729E-85  2.905851E-85  2.940826E-85  3.011144E-85  3.089629E-85  3.228230E-85  3.236044E-85  3.301073E-85
  3.377855E-85  3.478398E-85  3.583658E-85  3.611312E-85  3.726305E-85  3.781822E-85  3.835177E-85  3.925332E-85
  4.025104E-85  4.141831E-85  4.235913E-85  4.255500E-85  4.371656E-85  4.457194E-85  4.543553E-85  4.611450E-85
  4.609919E-85  4.824394E-85  4.855494E-85  4.929104E-85  5.011298E-85  5.138339E-85  5.177094E-85  5.218981E-85
  5.371073E-85  5.453471E-85  5.559357E-85  5.598239E-85  5.750926E-85  5.805881E-85  5.843900E-85  5.939436E-85
  6.081605E-85  6.146024E-85  6.229676E-85  6.284883E-85  6.359407E-85  6.534042E-85  6.538606E-85  6.643356E-85
 -0.835000000000000     
  0.000000E+00  3.966945E-87  1.852719E-86  2.798351E-86  7.071426E-86  1.141998E-85  1.636994E-85  2.050222E-85
  2.829471E-85  2.438360E-85  4.071429E-85  5.457687E-85  7.171065E-85  8.286729E-85  1.001198E-84  9.919876E-85
  1.320312E-84  1.540653E-84  1.738160E-84  1.834820E-84  2.160035E-84  2.458246E-84  2.594687E-84  2.934061E-84
  3.173890E-84  3.689135E-84  3.973490E-84  4.280157E-84  4.797081E-84  5.055160E-84  5.354690E-84  6.028170E-84
  6.249559E-84  7.108488E-84  7.541775E-84  7.767785E-84  8.556731E-84  9.003172E-84  9.727085E-84  1.019116E-83
  1.088584E-83  1.171610E-83  1.229162E-83  1.301333E-83  1.335009E-83  1.487024E-83  1.474525E-83  1.578155E-83
  1.683819E-83  1.755303E-83  1.862157E-83  1.904139E-83  2.044414E-83  2.108562E-83  2.169784E-83  2.265025E-83
  2.385743E-83  2.534116E-83  2.556460E-83  2.662945E-83  2.817073E-83  2.843122E-83  3.014737E-83  3.032945E-83
  3.220423E-83  3.361732E-83  3.409745E-83  3.521037E-83  3.586642E-83  3.797568E-83  3.855730E-83  3.925597E-83
  4.138082E-83  4.195516E-83  4.366414E-83  4.412284E-83  4.592941E-83  4.745916E-83  4.782211E-83  4.908042E-83
  5.059688E-83  5.254745E-83  5.312177E-83  5.434837E-83  5.572627E-83  5.813503E-83  5.822984E-83  5.935927E-83
  6.066801E-83  6.244847E-83  6.426865E-83  6.468385E-83  6.668362E-83  6.759059E-83  6.847686E-83  7.001874E-83
  7.174960E-83  7.374674E-83  7.535725E-83  7.563667E-83  7.762272E-83  7.907482E-83  8.052471E-83  8.165840E-83
  8.156987E-83  8.526021E-83  8.574984E-83  8.695206E-83  8.835891E-83  9.048447E-83  9.110538E-83  9.178066E-83
  9.437241E-83  9.572868E-83  9.751070E-83  9.811928E-83  1.007114E-82  1.016083E-82  1.021648E-82  1.037951E-82
  1.061791E-82  1.072070E-82  1.086097E-82  1.094838E-82  1.107161E-82  1.136982E-82  1.137031E-82  1.154807E-82
 -0.825000000000000     
  0.000000E+00  5.347521E-85  2.456247E-84  3.647832E-84  9.195020E-84  1.480769E-83  2.145336E-83  2.669405E-83
  3.329306E-83  3.254437E-83  5.797265E-83  7.072267E-83  9.258940E-83  1.072775E-82  1.294007E-82  1.282363E-82
  1.703064E-82  1.986678E-82  2.243986E-82  2.363327E-82  2.783297E-82  3.164201E-82  3.342030E-82  3.782441E-82
  4.085640E-82  4.749880E-82  5.120631E-82  5.509590E-82  6.179374E-82  6.506270E-82  6.890224E-82  7.770106E-82
  8.049378E-82  9.158498E-82  9.711754E-82  1.001681E-81  1.102822E-81  1.160085E-81  1.254956E-81  1.314714E-81
  1.403964E-81  1.511916E-81  1.586045E-81  1.678313E-81  1.722336E-81  1.919536E-81  1.904441E-81  2.036889E-81
  2.174499E-81  2.266701E-81  2.404050E-81  2.458994E-81  2.640564E-81  2.722459E-81  2.803179E-81  2.925485E-81
  3.079811E-81  3.270482E-81  3.302288E-81  3.438437E-81  3.637188E-81  3.669035E-81  3.888497E-81  3.912238E-81
  4.154278E-81  4.334683E-81  4.394061E-81  4.534431E-81  4.616796E-81  4.886723E-81  4.957406E-81  5.047079E-81
  5.317648E-81  5.387571E-81  5.601948E-81  5.659438E-81  5.887810E-81  6.078490E-81  6.122118E-81  6.275997E-81
  6.469208E-81  6.711030E-81  6.778566E-81  6.929353E-81  7.102144E-81  7.396127E-81  7.403622E-81  7.542576E-81
  7.700562E-81  7.924866E-81  8.145795E-81  8.189595E-81  8.434719E-81  8.538239E-81  8.640495E-81  8.827145E-81
  9.041763E-81  9.282108E-81  9.476083E-81  9.501804E-81  9.741708E-81  9.916292E-81  1.008719E-80  1.022261E-80
  1.020279E-80  1.065005E-80  1.070350E-80  1.084106E-80  1.100975E-80  1.125976E-80  1.132890E-80  1.140435E-80
  1.171725E-80  1.187060E-80  1.208351E-80  1.214943E-80  1.245905E-80  1.256219E-80  1.261494E-80  1.281257E-80
  1.309228E-80  1.320531E-80  1.337082E-80  1.346485E-80  1.360888E-80  1.396796E-80  1.395786E-80  1.416979E-80
 -0.815000000000000     
  0.000000E+00  5.351105E-83  2.371255E-82  3.465264E-82  8.739651E-82  1.402275E-81  2.051898E-81  2.540429E-81
  1.489073E-81  4.695383E-81  5.557513E-81  6.659331E-81  8.706186E-81  1.011042E-80  1.217609E-80  1.206762E-80
  1.599130E-80  1.863689E-80  2.106236E-80  2.213927E-80  2.606050E-80  2.958635E-80  3.127103E-80  3.541740E-80
  3.819746E-80  4.440707E-80  4.790195E-80  5.147642E-80  5.776484E-80  6.075782E-80  6.433868E-80  7.268185E-80
  7.524848E-80  8.561208E-80  9.070480E-80  9.372987E-80  1.031500E-79  1.084462E-79  1.174882E-79  1.230747E-79
  1.313901E-79  1.415936E-79  1.485138E-79  1.570654E-79  1.612714E-79  1.798109E-79  1.785857E-79  1.908263E-79
  2.039596E-79  2.126117E-79  2.254155E-79  2.306856E-79  2.477695E-79  2.553886E-79  2.632283E-79  2.746435E-79
  2.890121E-79  3.068471E-79  3.101757E-79  3.228813E-79  3.416097E-79  3.445130E-79  3.648871E-79  3.673022E-79
  3.901421E-79  4.070293E-79  4.123645E-79  4.253037E-79  4.329575E-79  4.580997E-79  4.644103E-79  4.729984E-79
  4.982025E-79  5.044409E-79  5.241354E-79  5.293923E-79  5.505709E-79  5.679043E-79  5.719124E-79  5.856579E-79
  6.037448E-79  6.256622E-79  6.316087E-79  6.451090E-79  6.610861E-79  6.871347E-79  6.875712E-79  7.000894E-79
  7.140930E-79  7.348787E-79  7.543417E-79  7.577154E-79  7.796249E-79  7.882018E-79  7.966693E-79  8.132367E-79
  8.328923E-79  8.538966E-79  8.709261E-79  8.723640E-79  8.935765E-79  9.089271E-79  9.235574E-79  9.355583E-79
  9.328264E-79  9.723644E-79  9.764732E-79  9.878499E-79  1.002531E-78  1.023904E-78  1.029382E-78  1.035375E-78
  1.063057E-78  1.075287E-78  1.093962E-78  1.098968E-78  1.125865E-78  1.134508E-78  1.137588E-78  1.155145E-78
  1.178871E-78  1.187645E-78  1.201815E-78  1.208784E-78  1.221070E-78  1.252545E-78  1.250529E-78  1.268810E-78
 -0.805000000000000     
  0.000000E+00  4.110200E-81  1.722541E-80  2.481580E-80  6.283495E-80  1.004209E-79  1.480645E-79  1.710878E-79
  1.231823E-79  3.653149E-79  3.983527E-79  4.729663E-79  6.171935E-79  7.176595E-79  8.633627E-79  8.556627E-79
  1.131491E-78  1.316545E-78  1.487183E-78  1.561162E-78  1.834548E-78  2.079194E-78  2.199094E-78  2.491631E-78
  2.682577E-78  3.117317E-78  3.363087E-78  3.608925E-78  4.050775E-78  4.255394E-78  4.506306E-78  5.097979E-78
  5.276247E-78  5.998748E-78  6.347192E-78  6.573628E-78  7.231826E-78  7.595906E-78  8.241907E-78  8.631727E-78
  9.211497E-78  9.933989E-78  1.041630E-77  1.100838E-77  1.131076E-77  1.261216E-77  1.254607E-77  1.338802E-77
  1.433535E-77  1.494312E-77  1.583575E-77  1.621594E-77  1.741933E-77  1.795261E-77  1.852982E-77  1.932508E-77
  2.032935E-77  2.158095E-77  2.184064E-77  2.273357E-77  2.406101E-77  2.426684E-77  2.568015E-77  2.587291E-77
  2.749686E-77  2.869127E-77  2.904937E-77  2.994935E-77  3.049176E-77  3.224749E-77  3.267495E-77  3.330597E-77
  3.507524E-77  3.549640E-77  3.686468E-77  3.722553E-77  3.871085E-77  3.989698E-77  4.018811E-77  4.111584E-77
  4.239635E-77  4.389652E-77  4.430542E-77  4.521450E-77  4.633528E-77  4.806463E-77  4.809277E-77  4.894449E-77
  4.988797E-77  5.134896E-77  5.263460E-77  5.283376E-77  5.430849E-77  5.484748E-77  5.536621E-77  5.648210E-77
  5.785347E-77  5.922787E-77  6.035696E-77  6.038984E-77  6.181110E-77  6.282899E-77  6.377086E-77  6.458858E-77
  6.432894E-77  6.696531E-77  6.718993E-77  6.789178E-77  6.885248E-77  7.022596E-77  7.054096E-77  7.088716E-77
  7.274168E-77  7.344525E-77  7.468849E-77  7.495367E-77  7.670843E-77  7.725525E-77  7.733725E-77  7.851432E-77
  8.001734E-77  8.050779E-77  8.141344E-77  8.176880E-77  8.255633E-77  8.462661E-77  8.440468E-77  8.557707E-77
 -0.795000000000000     
  0.000000E+00  2.493889E-79  9.702154E-79  1.382637E-78  3.526145E-78  5.616524E-78  8.312259E-78  1.435245E-76
  1.153136E-77  2.061687E-77  2.223904E-77  2.618381E-77  3.407075E-77  3.960795E-77  4.764653E-77  4.721756E-77
  6.232255E-77  7.234493E-77  8.158397E-77  8.560031E-77  1.002821E-76  1.134242E-76  1.200363E-76  1.359799E-76
  1.461067E-76  1.696035E-76  1.828896E-76  1.959404E-76  2.198981E-76  2.306631E-76  2.442748E-76  2.765424E-76
  2.862411E-76  3.249173E-76  3.431509E-76  3.562549E-76  3.918332E-76  4.109470E-76  4.465341E-76  4.673462E-76
  4.985158E-76  5.379093E-76  5.637091E-76  5.951887E-76  6.120035E-76  6.821060E-76  6.799528E-76  7.242056E-76
  7.773008E-76  8.101046E-76  8.579890E-76  8.791061E-76  9.442985E-76  9.732155E-76  1.006255E-75  1.048612E-75
  1.102783E-75  1.170596E-75  1.185902E-75  1.234505E-75  1.307204E-75  1.318910E-75  1.394145E-75  1.406207E-75
  1.495635E-75  1.561232E-75  1.579643E-75  1.628253E-75  1.658380E-75  1.752789E-75  1.775364E-75  1.811763E-75
  1.907935E-75  1.930057E-75  2.004109E-75  2.023173E-75  2.104137E-75  2.167055E-75  2.184134E-75  2.232991E-75
  2.303344E-75  2.383266E-75  2.405956E-75  2.453477E-75  2.514634E-75  2.603286E-75  2.605745E-75  2.650772E-75
  2.700642E-75  2.780719E-75  2.846466E-75  2.856030E-75  2.933092E-75  2.960098E-75  2.984264E-75  3.043194E-75
  3.118166E-75  3.187537E-75  3.246122E-75  3.244288E-75  3.318892E-75  3.371300E-75  3.418562E-75  3.462874E-75
  3.444899E-75  3.581784E-75  3.590566E-75  3.623954E-75  3.672927E-75  3.741605E-75  3.754975E-75  3.769846E-75
  3.866934E-75  3.896691E-75  3.961602E-75  3.970932E-75  4.059639E-75  4.086803E-75  4.084085E-75  4.145308E-75
  4.218817E-75  4.238908E-75  4.283275E-75  4.295280E-75  4.334251E-75  4.439469E-75  4.422817E-75  4.480211E-75
 -0.785000000000000     
  0.000000E+00  1.223457E-77  4.354757E-77  6.167616E-77  1.588459E-76  2.525422E-76  3.733517E-76  3.830765E-76
  5.905424E-76  9.217546E-76  9.964767E-76  1.164019E-75  1.508507E-75  1.750359E-75  2.108311E-75  2.089048E-75
  2.753374E-75  3.186171E-75  3.583524E-75  3.761168E-75  4.387376E-75  4.950980E-75  5.241762E-75  5.932370E-75
  6.359177E-75  7.367999E-75  7.936936E-75  8.487566E-75  9.519668E-75  9.968383E-75  1.055581E-74  1.194511E-74
  1.237246E-74  1.400615E-74  1.475672E-74  1.535558E-74  1.688783E-74  1.767308E-74  1.922554E-74  2.009473E-74
  2.142463E-74  2.312129E-74  2.420841E-74  2.552678E-74  2.626916E-74  2.924162E-74  2.922290E-74  3.104403E-74
  3.341354E-74  3.480704E-74  3.683651E-74  3.775928E-74  4.054316E-74  4.179097E-74  4.329361E-74  4.505672E-74
  4.736895E-74  5.028361E-74  5.097425E-74  5.307388E-74  5.622904E-74  5.677209E-74  5.992259E-74  6.051570E-74
  6.442498E-74  6.729084E-74  6.803269E-74  7.012331E-74  7.146695E-74  7.547149E-74  7.642152E-74  7.809978E-74
  8.225056E-74  8.317430E-74  8.638121E-74  8.717251E-74  9.068673E-74  9.334393E-74  9.416119E-74  9.622839E-74
  9.929629E-74  1.027027E-73  1.037383E-73  1.057264E-73  1.083793E-73  1.119894E-73  1.121856E-73  1.140827E-73
  1.162079E-73  1.197147E-73  1.223994E-73  1.227959E-73  1.260112E-73  1.271446E-73  1.280206E-73  1.305340E-73
  1.338252E-73  1.366059E-73  1.390679E-73  1.388396E-73  1.420029E-73  1.441554E-73  1.460699E-73  1.480352E-73
  1.470960E-73  1.527946E-73  1.530408E-73  1.543096E-73  1.563212E-73  1.590885E-73  1.595144E-73  1.600006E-73
  1.640891E-73  1.650291E-73  1.677704E-73  1.679396E-73  1.715228E-73  1.726250E-73  1.722257E-73  1.747620E-73
  1.776342E-73  1.782480E-73  1.799553E-73  1.801803E-73  1.817055E-73  1.859559E-73  1.850343E-73  1.872370E-73
 -0.775000000000000     
  0.000000E+00  4.942929E-76  1.596883E-75  2.258729E-75  5.885756E-75  9.358974E-75  1.255363E-74  1.050540E-74
  2.220072E-74  3.382848E-74  3.675386E-74  4.264910E-74  5.498070E-74  6.359181E-74  7.679898E-74  7.608446E-74
  1.001955E-73  1.154842E-73  1.295109E-73  1.360487E-73  1.579104E-73  1.777642E-73  1.882335E-73  2.126398E-73
  2.273377E-73  2.626651E-73  2.825705E-73  3.015401E-73  3.378488E-73  3.531211E-73  3.737682E-73  4.222000E-73
  4.378899E-73  4.937714E-73  5.188118E-73  5.408433E-73  5.948994E-73  6.207119E-73  6.757183E-73  7.046980E-73
  7.509950E-73  8.101208E-73  8.471079E-73  8.916469E-73  9.183088E-73  1.019947E-72  1.022119E-72  1.082166E-72
  1.168190E-72  1.215844E-72  1.285478E-72  1.317848E-72  1.413699E-72  1.457593E-72  1.512942E-72  1.571492E-72
  1.651373E-72  1.753263E-72  1.777427E-72  1.850925E-72  1.962083E-72  1.982734E-72  2.088942E-72  2.112040E-72
  2.250667E-72  2.352410E-72  2.376324E-72  2.449462E-72  2.498587E-72  2.635543E-72  2.667935E-72  2.730662E-72
  2.876265E-72  2.907349E-72  3.021162E-72  3.047343E-72  3.171397E-72  3.262926E-72  3.294957E-72  3.367010E-72
  3.475261E-72  3.594271E-72  3.633438E-72  3.701872E-72  3.795123E-72  3.914967E-72  3.926650E-72  3.991756E-72
  4.066397E-72  4.191707E-72  4.281775E-72  4.296471E-72  4.406262E-72  4.447538E-72  4.472621E-72  4.561377E-72
  4.679758E-72  4.770808E-72  4.857180E-72  4.844193E-72  4.955391E-72  5.027647E-72  5.092182E-72  5.165028E-72
  5.126978E-72  5.322111E-72  5.327111E-72  5.367045E-72  5.435610E-72  5.528453E-72  5.538865E-72  5.551340E-72
  5.693262E-72  5.715753E-72  5.811926E-72  5.809416E-72  5.928495E-72  5.966293E-72  5.944173E-72  6.029908E-72
  6.122645E-72  6.137017E-72  6.189739E-72  6.189046E-72  6.237266E-72  6.377392E-72  6.338061E-72  6.406219E-72
 -0.765000000000000     
  0.000000E+00  1.669393E-74  4.893087E-74  6.937150E-74  1.831031E-73  2.917774E-73  2.290164E-73  4.521234E-73
  6.841795E-73  1.043429E-72  1.139604E-72  1.316146E-72  1.685927E-72  1.942912E-72  2.354893E-72  2.332537E-72
  3.071337E-72  3.522625E-72  3.942331E-72  4.145135E-72  4.787939E-72  5.377204E-72  5.693058E-72  6.413444E-72
  6.838467E-72  7.871325E-72  8.458532E-72  9.005342E-72  1.007483E-71  1.051316E-71  1.111594E-71  1.251671E-71
  1.300706E-71  1.459300E-71  1.529306E-71  1.595721E-71  1.755941E-71  1.825266E-71  1.987377E-71  2.066038E-71
  2.201019E-71  2.371611E-71  2.475661E-71  2.599864E-71  2.679457E-71  2.966375E-71  2.980790E-71  3.143040E-71
  3.401965E-71  3.536064E-71  3.733854E-71  3.826742E-71  4.098500E-71  4.227115E-71  4.395073E-71  4.553373E-71
  4.781288E-71  5.077507E-71  5.143794E-71  5.355951E-71  5.681200E-71  5.745602E-71  6.040112E-71  6.112267E-71
  6.518586E-71  6.817655E-71  6.880409E-71  7.092334E-71  7.242120E-71  7.627361E-71  7.718019E-71  7.910269E-71
  8.334522E-71  8.419234E-71  8.757132E-71  8.826610E-71  9.189331E-71  9.452084E-71  9.555358E-71  9.766303E-71
  1.008046E-70  1.042842E-70  1.055162E-70  1.074978E-70  1.102012E-70  1.135180E-70  1.140338E-70  1.158871E-70
  1.180865E-70  1.218065E-70  1.243490E-70  1.248359E-70  1.279681E-70  1.292879E-70  1.298557E-70  1.325005E-70
  1.360474E-70  1.385481E-70  1.411363E-70  1.406165E-70  1.439215E-70  1.459472E-70  1.477964E-70  1.500825E-70
  1.488604E-70  1.544731E-70  1.545526E-70  1.556274E-70  1.576112E-70  1.602736E-70  1.604780E-70  1.607421E-70
  1.648795E-70  1.652948E-70  1.681552E-70  1.678384E-70  1.711786E-70  1.722974E-70  1.714882E-70  1.739032E-70
  1.764523E-70  1.767276E-70  1.780554E-70  1.778556E-70  1.791092E-70  1.829682E-70  1.816332E-70  1.833828E-70
 -0.755000000000000     
  0.000000E+00  4.775157E-73  1.278429E-72  1.818682E-72  4.864359E-72  7.779651E-72  5.806880E-72  1.372690E-71
  1.794730E-71  2.755114E-71  3.021536E-71  3.480859E-71  4.426346E-71  5.085872E-71  6.188267E-71  6.128460E-71
  8.073963E-71  9.206397E-71  1.030050E-70  1.083514E-70  1.246712E-70  1.397250E-70  1.478689E-70  1.659876E-70
