 -0.885000000000000     
  1.608232-141  1.864895-146  7.680513-146  1.304802-145  2.702765-145  4.624874-145  5.481873-145  7.412591-145
  2.052007E-41  1.374616E-41  9.796048E-42  6.664018E-42  4.760062E-42  3.338941E-42  2.352573E-42  1.711125E-42
  1.224208E-42  8.987043E-43  6.499619E-43  4.803762E-43  3.521100E-43  2.644018E-43  1.982929E-43  1.491519E-43
  1.123026E-43  8.662200E-44  6.649740E-44  5.070888E-44  3.919928E-44  3.024456E-44  2.368486E-44  1.860604E-44
  1.464737E-44  1.184362E-44  9.520937E-45  7.473608E-45  6.020945E-45  4.903123E-45  3.927233E-45  3.225485E-45
  2.576665E-45  2.200843E-45  1.791999E-45  1.500327E-45  1.255718E-45  1.070677E-45  9.050995E-46  7.728339E-46
  6.574624E-46  5.968822E-46  5.098783E-46  4.409855E-46  3.998842E-46  3.742353E-46  3.355749E-46  3.279113E-46
  2.885904E-46  2.767177E-46  2.657818E-46  2.954688E-46  2.849447E-46  3.345647E-46  3.708471E-46  4.346554E-46
  2.214401E-46  5.510108E-46  4.546245E-46  3.377658E-46  2.622268E-46  2.402926E-46  2.073113E-46  1.977760E-46
  1.543673E-46  2.246408E-46  1.948125E-46  1.390968E-46  1.291660E-46  1.338246E-46  1.499886E-46  1.893255E-46
  1.228758E-46  2.068354E-46  1.587860E-46  1.212083E-46  1.046453E-46  1.177130E-46  1.256289E-46  1.433389E-46
  1.048322E-46  1.401108E-46  1.244054E-46  1.134750E-46  1.246807E-46  1.353964E-46  1.789991E-46  1.985360E-46
  1.612218E-46  1.884359E-46  1.768813E-46  1.850526E-46  1.558434E-46  1.336200E-46  1.336271E-46  1.325940E-46
  1.151307E-46  1.211161E-46  1.163103E-46  1.173861E-46  1.111120E-46  1.172168E-46  1.285179E-46  1.476861E-46
  1.279054E-46  1.299038E-46  1.215130E-46  1.215846E-46  1.251052E-46  1.244206E-46  1.210415E-46  1.256537E-46
  1.251968E-46  1.426956E-46  1.433970E-46  1.778105E-46  1.679251E-46  1.820352E-46  2.789670E-46  3.619569E-46
  2.669896E-46  4.222773E-46  3.000180E-46  1.939489E-46  1.973397E-46  1.841938E-46  1.551438E-46  1.748249E-46
  1.331201E-46  1.562213E-46  1.467382E-46  1.444931E-46  1.432387E-46  1.410714E-46  1.543841E-46  1.655264E-46
  1.342422E-46  1.565058E-46  1.529045E-46  1.433803E-46  1.359747E-46  1.454018E-46  2.084262E-46  2.610256E-46
  1.327007E-46  2.121907E-46  1.876973E-46  1.539144E-46  1.477830E-46  1.761606E-46  2.027386E-46  2.252844E-46
  1.571764E-46  2.527664E-46  2.286096E-46  1.742529E-46  1.614480E-46  1.703323E-46  1.741183E-46  1.793570E-46
  1.433241E-46  1.918993E-46  1.762736E-46  1.630694E-46  1.504942E-46  1.614934E-46  1.644689E-46  1.848634E-46
  1.751789E-46  1.810231E-46  1.674439E-46  1.776445E-46  1.636376E-46  1.696023E-46  1.793444E-46  1.941269E-46
  1.971129E-46  2.293986E-46  2.259588E-46  2.385873E-46  2.648571E-46  3.144486E-46  3.918587E-46  4.320923E-46
  0.889999999999996     
  5.663493E-14  1.675316E-14  4.772593E-14  3.866118E-14  4.476415E-14  3.168615E-14  1.692850E-14  1.308662E-14
  1.109869E-14  1.232349E-14  1.012741E-14  8.293109E-15  6.203960E-15  4.502252E-15  2.710318E-15  1.379649E-15
  7.105264E-16  3.292419E-16  1.290484E-16  4.494679E-17  1.561081E-17  4.610267E-18  1.129608E-18  2.788144E-19
  5.795255E-20  1.165244E-20  1.777266E-21  2.524901E-22  3.215196E-23  3.569961E-24  3.343231E-25  2.750174E-26
  2.311985E-27  2.079879E-28  2.473817E-29  3.767392E-30  8.137721E-31  2.015578E-31  5.760529E-32  1.779324E-32
  6.422457E-33  2.361364E-33  8.823880E-34  3.681292E-34  1.496427E-34  6.859024E-35  2.944366E-35  1.441750E-35
  6.937403E-36  3.473161E-36  1.779159E-36  8.800980E-37  4.860103E-37  2.590965E-37  1.426081E-37  7.941349E-38
  4.667461E-38  2.765222E-38  1.556672E-38  9.323347E-39  5.731809E-39  3.384028E-39  2.136491E-39  1.299610E-39
  8.384259E-40  5.490356E-40  3.352167E-40  2.262218E-40  1.442316E-40  9.854409E-41  6.478653E-41  4.330429E-41
  3.023619E-41  2.069971E-41  1.463912E-41  9.985487E-42  7.139127E-42  4.994534E-42  3.505240E-42  2.556974E-42
  1.824745E-42  1.345148E-42  9.724431E-43  7.163688E-43  5.281750E-43  3.976471E-43  2.984344E-43  2.234641E-43
  1.687805E-43  1.290898E-43  9.846485E-44  7.499552E-44  5.819951E-44  4.503328E-44  3.554682E-44  2.796538E-44
  2.212586E-44  1.791015E-44  1.422556E-44  1.119092E-44  8.984384E-45  7.389629E-45  5.932476E-45  4.844621E-45
  3.894243E-45  3.336688E-45  2.706400E-45  2.259737E-45  1.904745E-45  1.633581E-45  1.375918E-45  1.181820E-45
  1.023790E-45  9.232478E-46  7.883896E-46  6.876028E-46  6.225648E-46  5.845353E-46  5.272546E-46  5.254927E-46
  4.416713E-46  4.461206E-46  4.274088E-46  4.916939E-46  4.726879E-46  5.583134E-46  6.225975E-46  6.982940E-46
  5.603299E-46  9.623622E-46  7.678067E-46  5.876945E-46  4.446242E-46  4.130064E-46  3.651482E-46  3.356531E-46
  2.608116E-46  3.830261E-46  3.310137E-46  2.356646E-46  2.171753E-46  2.260832E-46  2.491247E-46  3.185133E-46
  1.860583E-46  3.582074E-46  2.711157E-46  2.077526E-46  1.806234E-46  1.963094E-46  2.128260E-46  2.443910E-46
  1.677948E-46  2.380750E-46  2.143716E-46  1.967543E-46  2.084960E-46  2.337188E-46  3.099755E-46  3.497286E-46
  2.261348E-46  3.249682E-46  2.968630E-46  3.215053E-46  2.614278E-46  2.276862E-46  2.357466E-46  2.314880E-46
  1.839509E-46  2.119244E-46  2.049138E-46  2.031051E-46  1.906426E-46  2.044260E-46  2.272241E-46  2.552820E-46
  1.972368E-46  2.235582E-46  2.101075E-46  2.076334E-46  2.087563E-46  2.134375E-46  2.114677E-46  2.152605E-46
  2.067726E-46  2.490724E-46  2.512393E-46  3.069863E-46  3.004212E-46  3.201622E-46  4.707344E-46  6.323772E-46
  3.217205E-46  7.238028E-46  5.236219E-46  3.312277E-46  3.341774E-46  3.190268E-46  2.711701E-46  3.036331E-46
  2.294069E-46  2.771790E-46  2.585411E-46  2.509905E-46  2.492853E-46  2.397499E-46  2.670688E-46  2.957465E-46
  2.341003E-46  2.654373E-46  2.714556E-46  2.514433E-46  2.340181E-46  2.527994E-46  3.695895E-46  4.592871E-46
  2.286984E-46  3.642045E-46  3.276049E-46  2.660710E-46  2.534647E-46  2.976989E-46  3.480016E-46  3.812741E-46
  2.856581E-46  4.450025E-46  3.943119E-46  2.932682E-46  2.751985E-46  2.974046E-46  3.072488E-46  3.151088E-46
  2.536133E-46  3.369842E-46  3.075107E-46  2.852914E-46  2.628756E-46  2.745725E-46  2.873130E-46  3.185035E-46
  2.637721E-46  3.027836E-46  2.951134E-46  3.067761E-46  2.917736E-46  2.954137E-46  3.098953E-46  3.330117E-46
  3.295564E-46  4.044070E-46  3.961210E-46  4.069514E-46  4.581340E-46  5.760569E-46  6.663751E-46  7.391335E-46
  0.899999999999996     
  9.859748E-14  2.962781E-14  8.395155E-14  6.782650E-14  7.800640E-14  5.493164E-14  2.932433E-14  2.271944E-14
  1.932270E-14  2.145521E-14  1.753235E-14  1.427726E-14  1.058666E-14  7.619181E-15  4.534160E-15  2.282129E-15
  1.162069E-15  5.304576E-16  2.050519E-16  7.036165E-17  2.405086E-17  6.972397E-18  1.675934E-18  4.051585E-19
  8.237299E-20  1.615890E-20  2.398889E-21  3.307976E-22  4.094061E-23  4.403650E-24  3.989266E-25  3.195252E-26
  2.657497E-27  2.439231E-28  3.037250E-29  4.827774E-30  1.074100E-30  2.721568E-31  7.860977E-32  2.487329E-32
  8.984662E-33  3.358947E-33  1.254870E-33  5.251018E-34  2.138938E-34  9.863570E-35  4.248300E-35  2.081423E-35
  1.002049E-35  5.022073E-36  2.583935E-36  1.288641E-36  7.074615E-37  3.765888E-37  2.087062E-37  1.161121E-37
  6.825837E-38  4.038997E-38  2.289723E-38  1.358478E-38  8.329566E-39  4.975080E-39  3.119635E-39  1.918120E-39
  1.228516E-39  8.091845E-40  4.998253E-40  3.346373E-40  2.154444E-40  1.462609E-40  9.648738E-41  6.457627E-41
  4.534884E-41  3.103504E-41  2.186738E-41  1.487461E-41  1.063361E-41  7.476625E-42  5.238258E-42  3.795448E-42
  2.742476E-42  2.014304E-42  1.471015E-42  1.077004E-42  7.958462E-43  6.036020E-43  4.498167E-43  3.321698E-43
  2.533761E-43  1.923724E-43  1.474217E-43  1.130619E-43  8.756654E-44  6.818812E-44  5.339422E-44  4.215137E-44
  3.324521E-44  2.688677E-44  2.148333E-44  1.690802E-44  1.372233E-44  1.112960E-44  8.942281E-45  7.358217E-45
  5.932354E-45  5.078227E-45  4.114160E-45  3.450991E-45  2.904627E-45  2.492598E-45  2.121397E-45  1.810869E-45
  1.570326E-45  1.430672E-45  1.211742E-45  1.060451E-45  9.656123E-46  9.141914E-46  8.397082E-46  8.404751E-46
  7.317888E-46  7.198121E-46  7.044514E-46  8.149882E-46  7.977657E-46  9.608095E-46  1.066554E-45  1.165063E-45
  1.160651E-45  1.646089E-45  1.344735E-45  9.974339E-46  7.549503E-46  6.935007E-46  6.193834E-46  5.684001E-46
  4.597806E-46  6.532017E-46  5.594886E-46  4.031379E-46  3.765524E-46  3.865055E-46  4.314761E-46  5.453472E-46
  3.742381E-46  6.161051E-46  4.516032E-46  3.548082E-46  3.152704E-46  3.347635E-46  3.852540E-46  4.226547E-46
  2.961691E-46  4.108092E-46  3.630861E-46  3.365749E-46  3.646070E-46  4.145586E-46  5.504039E-46  6.223626E-46
  3.959197E-46  5.838912E-46  5.047342E-46  5.569213E-46  4.604270E-46  3.969612E-46  4.024211E-46  4.018674E-46
  3.360517E-46  3.635913E-46  3.453931E-46  3.471442E-46  3.356481E-46  3.491499E-46  3.943145E-46  4.538370E-46
  3.276887E-46  3.940445E-46  3.738313E-46  3.673965E-46  3.710293E-46  3.756154E-46  3.715875E-46  3.739199E-46
  3.511640E-46  4.280548E-46  4.379980E-46  5.320089E-46  5.385079E-46  5.583013E-46  8.232556E-46  1.132725E-45
  8.319796E-46  1.250614E-45  9.080367E-46  5.637832E-46  5.751070E-46  5.572624E-46  4.826722E-46  5.277977E-46
  4.070274E-46  4.791083E-46  4.377834E-46  4.388061E-46  4.410782E-46  4.247671E-46  4.716931E-46  5.016777E-46
  4.399607E-46  4.715445E-46  4.654065E-46  4.373115E-46  4.263749E-46  4.400595E-46  6.415379E-46  7.919157E-46
  3.958732E-46  6.446347E-46  5.696512E-46  4.628992E-46  4.511001E-46  5.297097E-46  6.296661E-46  6.922103E-46
  5.292531E-46  7.884628E-46  6.943203E-46  5.145214E-46  5.056388E-46  5.166354E-46  5.303933E-46  5.523838E-46
  4.317930E-46  5.867616E-46  5.313077E-46  4.982780E-46  4.702824E-46  4.752867E-46  5.003449E-46  5.646534E-46
  5.225060E-46  5.325577E-46  5.220571E-46  5.341457E-46  4.916844E-46  5.225505E-46  5.465920E-46  5.864135E-46
  5.935460E-46  7.051134E-46  6.809723E-46  7.160894E-46  7.838037E-46  9.735409E-46  1.172140E-45  1.318019E-45
  0.909999999999996     
  1.711558E-13  5.224176E-14  1.472232E-13  1.186310E-13  1.355174E-13  9.494613E-14  5.065670E-14  3.933607E-14
  3.354579E-14  3.723858E-14  3.025384E-14  2.449796E-14  1.800404E-14  1.284950E-14  7.558562E-15  3.761258E-15
  1.893560E-15  8.514127E-16  3.245547E-16  1.097053E-16  3.690152E-17  1.050018E-17  2.475503E-18  5.860458E-19
  1.165155E-19  2.229288E-20  3.220446E-21  4.308661E-22  5.181854E-23  5.397805E-24  4.730596E-25  3.697455E-26
  3.055580E-27  2.879097E-28  3.755239E-29  6.224918E-30  1.422065E-30  3.677479E-31  1.075041E-31  3.478847E-32
  1.256366E-32  4.738459E-33  1.782498E-33  7.466282E-34  3.061722E-34  1.415266E-34  6.142821E-35  2.992129E-35
  1.449599E-35  7.254355E-36  3.718497E-36  1.885958E-36  1.029518E-36  5.486730E-37  3.036892E-37  1.692295E-37
  9.996031E-38  5.877297E-38  3.377172E-38  1.987761E-38  1.216247E-38  7.375763E-39  4.573211E-39  2.847517E-39
  1.816669E-39  1.195027E-39  7.443612E-40  4.965021E-40  3.207934E-40  2.183151E-40  1.435535E-40  9.699649E-41
  6.847528E-41  4.587738E-41  3.251610E-41  2.203693E-41  1.575005E-41  1.113424E-41  7.831299E-42  5.652101E-42
  4.106638E-42  3.003603E-42  2.198374E-42  1.613203E-42  1.186311E-42  8.972693E-43  6.688751E-43  4.976636E-43
  3.776446E-43  2.896541E-43  2.231721E-43  1.713173E-43  1.321835E-43  1.026068E-43  8.004723E-44  6.312526E-44
  4.969579E-44  4.025906E-44  3.244270E-44  2.552476E-44  2.053242E-44  1.673048E-44  1.340014E-44  1.106293E-44
  8.859569E-45  7.619088E-45  6.215597E-45  5.214425E-45  4.381902E-45  3.768820E-45  3.206453E-45  2.802915E-45
  2.351951E-45  2.228340E-45  1.896913E-45  1.664379E-45  1.505386E-45  1.445218E-45  1.355518E-45  1.348926E-45
  1.121117E-45  1.171156E-45  1.138640E-45  1.358485E-45  1.288420E-45  1.582649E-45  1.787973E-45  2.125449E-45
  1.308174E-45  2.755876E-45  2.201128E-45  1.659074E-45  1.300575E-45  1.200866E-45  1.044692E-45  9.735012E-46
  7.546421E-46  1.135260E-45  9.659748E-46  6.686535E-46  6.479532E-46  6.508476E-46  7.483299E-46  9.544545E-46
  5.534192E-46  1.058550E-45  7.913342E-46  6.032953E-46  5.375128E-46  5.818388E-46  6.407093E-46  7.304076E-46
  5.014442E-46  7.317864E-46  6.338767E-46  5.822568E-46  6.067755E-46  7.013635E-46  9.337273E-46  1.064143E-45
  7.576354E-46  9.913250E-46  8.841582E-46  9.551820E-46  7.871817E-46  6.929265E-46  6.890221E-46  7.056328E-46
  5.549959E-46  6.253881E-46  6.142224E-46  5.937791E-46  5.724281E-46  6.260648E-46  6.735046E-46  7.856887E-46
  5.782263E-46  6.780485E-46  6.419233E-46  6.331069E-46  6.389315E-46  6.575911E-46  6.325073E-46  6.568643E-46
  6.175425E-46  7.368010E-46  7.571124E-46  9.151260E-46  9.033022E-46  9.405252E-46  1.395817E-45  1.963655E-45
  1.066106E-45  2.181188E-45  1.570953E-45  9.915500E-46  1.030052E-45  9.755295E-46  8.254697E-46  9.162800E-46
  7.148869E-46  8.161043E-46  7.658513E-46  7.719329E-46  7.534990E-46  7.220817E-46  8.118193E-46  8.786323E-46
  6.925485E-46  8.242406E-46  7.772066E-46  7.493821E-46  6.973598E-46  7.520426E-46  1.111716E-45  1.371098E-45
  7.257948E-46  1.120448E-45  9.874906E-46  7.995939E-46  8.262734E-46  9.052624E-46  1.083326E-45  1.179264E-45
  8.150815E-46  1.363101E-45  1.208205E-45  8.965130E-46  8.369958E-46  8.925969E-46  9.176691E-46  9.415225E-46
  7.564268E-46  1.024746E-45  9.313310E-46  8.747981E-46  8.257977E-46  8.431219E-46  8.693187E-46  9.825886E-46
  7.979470E-46  9.307932E-46  9.058307E-46  9.337418E-46  8.687355E-46  9.011256E-46  9.408770E-46  1.015758E-45
  9.980535E-46  1.217476E-45  1.151332E-45  1.230793E-45  1.352242E-45  1.681163E-45  1.976882E-45  2.268143E-45
  0.919999999999996     
  2.962618E-13  9.184694E-14  2.574016E-13  2.068639E-13  2.347136E-13  1.636243E-13  8.726882E-14  6.792335E-14
  5.807538E-14  6.443563E-14  5.203943E-14  4.189730E-14  3.051516E-14  2.159616E-14  1.255628E-14  6.176773E-15
  3.074227E-15  1.361438E-15  5.117270E-16  1.703673E-16  5.638702E-17  1.574647E-17  3.640488E-18  8.438131E-19
  1.640128E-19  3.059756E-20  4.300065E-21  5.579423E-22  6.519442E-23  6.575023E-24  5.575625E-25  4.263916E-26
  3.518101E-27  3.423584E-28  4.675689E-29  8.072447E-30  1.889246E-30  4.976145E-31  1.475267E-31  4.858369E-32
  1.756007E-32  6.627220E-33  2.525446E-33  1.058109E-33  4.387104E-34  2.027589E-34  8.885760E-35  4.293279E-35
  2.101388E-35  1.050434E-35  5.337894E-36  2.752500E-36  1.500107E-36  8.030969E-37  4.409665E-37  2.468112E-37
  1.467066E-37  8.596794E-38  4.984641E-38  2.940331E-38  1.801426E-38  1.096921E-38  6.779258E-39  4.224207E-39
  2.711318E-39  1.772540E-39  1.098365E-39  7.369292E-40  4.730153E-40  3.246114E-40  2.125550E-40  1.444567E-40
  1.016855E-40  6.746679E-41  4.815776E-41  3.269482E-41  2.337844E-41  1.647752E-41  1.163343E-41  8.450726E-42
  6.079121E-42  4.460728E-42  3.235786E-42  2.393702E-42  1.756044E-42  1.318108E-42  9.906048E-43  7.471452E-43
  5.620003E-43  4.334319E-43  3.317410E-43  2.529280E-43  1.961796E-43  1.516594E-43  1.195298E-43  9.436210E-44
  7.420875E-44  6.055466E-44  4.824169E-44  3.799471E-44  3.041480E-44  2.512568E-44  2.014442E-44  1.656118E-44
  1.328909E-44  1.145057E-44  9.348672E-45  7.837002E-45  6.622560E-45  5.757681E-45  4.925458E-45  4.268244E-45
  3.662044E-45  3.453159E-45  2.943746E-45  2.566283E-45  2.361290E-45  2.265069E-45  2.128309E-45  2.187957E-45
  1.825635E-45  1.906231E-45  1.858508E-45  2.206202E-45  2.147790E-45  2.681517E-45  3.034791E-45  3.506775E-45
  2.701137E-45  4.720072E-45  3.784441E-45  2.861826E-45  2.197970E-45  2.016690E-45  1.758752E-45  1.646660E-45
  1.273877E-45  1.919833E-45  1.634371E-45  1.124756E-45  1.066571E-45  1.102885E-45  1.260705E-45  1.640337E-45
  1.018524E-45  1.791472E-45  1.368114E-45  1.019450E-45  9.326278E-46  9.620037E-46  1.089151E-45  1.240148E-45
  8.705546E-46  1.214762E-45  1.070224E-45  9.775019E-46  1.056759E-45  1.180563E-45  1.665644E-45  1.799571E-45
  1.229711E-45  1.727012E-45  1.525048E-45  1.672058E-45  1.328807E-45  1.195416E-45  1.202739E-45  1.187315E-45
  9.632371E-46  1.091133E-45  1.051603E-45  1.026565E-45  9.821233E-46  1.048248E-45  1.169625E-45  1.335017E-45
  1.007924E-45  1.187216E-45  1.139901E-45  1.095732E-45  1.112204E-45  1.108783E-45  1.103107E-45  1.146735E-45
  1.056402E-45  1.280953E-45  1.296504E-45  1.556999E-45  1.544432E-45  1.646505E-45  2.495611E-45  3.335377E-45
  1.814226E-45  3.777708E-45  2.736096E-45  1.727972E-45  1.741227E-45  1.691639E-45  1.435077E-45  1.569806E-45
  1.221379E-45  1.421956E-45  1.338867E-45  1.318197E-45  1.338542E-45  1.250837E-45  1.392306E-45  1.501505E-45
  1.252270E-45  1.417426E-45  1.407467E-45  1.319650E-45  1.273641E-45  1.290532E-45  1.947364E-45  2.409293E-45
  1.200723E-45  1.982829E-45  1.727857E-45  1.414802E-45  1.388347E-45  1.612998E-45  1.883895E-45  2.021619E-45
  1.485985E-45  2.360068E-45  2.082422E-45  1.577395E-45  1.451632E-45  1.526364E-45  1.587134E-45  1.658832E-45
  1.273617E-45  1.757600E-45  1.597276E-45  1.506916E-45  1.363839E-45  1.464817E-45  1.491118E-45  1.716804E-45
  1.371710E-45  1.626704E-45  1.552392E-45  1.610248E-45  1.472089E-45  1.572527E-45  1.625649E-45  1.752882E-45
  1.742168E-45  2.090106E-45  1.997349E-45  2.117401E-45  2.268350E-45  2.924031E-45  3.440481E-45  3.759843E-45
  0.929999999999996     
  5.113649E-13  1.610102E-13  4.486917E-13  3.596435E-13  4.052973E-13  2.811563E-13  1.499369E-13  1.169750E-13
  1.002627E-13  1.111586E-13  8.922954E-14  7.142106E-14  5.154774E-14  3.617369E-14  2.078626E-14  1.010740E-14
  4.972973E-15  2.168890E-15  8.037646E-16  2.635274E-16  8.581198E-17  2.351549E-17  5.330365E-18  1.209428E-18
  2.297603E-19  4.178114E-20  5.710738E-21  7.183037E-22  8.153445E-23  7.959359E-24  6.532828E-25  4.903548E-26
  4.060628E-27  4.104501E-28  5.863049E-29  1.052326E-29  2.519617E-30  6.749005E-31  2.033297E-31  6.765346E-32
  2.453933E-32  9.213259E-33  3.566078E-33  1.496029E-33  6.284520E-34  2.903837E-34  1.283017E-34  6.166770E-35
  3.048994E-35  1.526877E-35  7.701627E-36  4.001562E-36  2.187781E-36  1.177334E-36  6.420577E-37  3.612689E-37
  2.153596E-37  1.268073E-37  7.331390E-38  4.368361E-38  2.686928E-38  1.621084E-38  1.009453E-38  6.220312E-39
  4.031549E-39  2.627286E-39  1.608807E-39  1.088507E-39  6.942745E-40  4.782856E-40  3.134446E-40  2.118348E-40
  1.481595E-40  9.997930E-41  7.131751E-41  4.868729E-41  3.481898E-41  2.439390E-41  1.718350E-41  1.256377E-41
  8.980182E-42  6.619298E-42  4.798932E-42  3.544470E-42  2.617062E-42  1.970893E-42  1.480454E-42  1.106217E-42
  8.378844E-43  6.398909E-43  4.886168E-43  3.731710E-43  2.905869E-43  2.259215E-43  1.781900E-43  1.412403E-43
  1.117297E-43  9.085711E-44  7.226834E-44  5.704489E-44  4.596184E-44  3.773356E-44  3.026217E-44  2.509282E-44
  2.010011E-44  1.744942E-44  1.412253E-44  1.195160E-44  1.005760E-44  8.812397E-45  7.538956E-45  6.566159E-45
  5.820624E-45  5.366290E-45  4.540916E-45  4.035151E-45  3.682362E-45  3.644127E-45  3.385511E-45  3.527577E-45
  2.937942E-45  3.062756E-45  3.019749E-45  3.680233E-45  3.639132E-45  4.469662E-45  5.169972E-45  6.044970E-45
  4.410361E-45  7.784629E-45  6.659331E-45  4.885033E-45  3.636292E-45  3.356332E-45  2.997172E-45  2.789630E-45
  2.235279E-45  3.301163E-45  2.820668E-45  1.951154E-45  1.804085E-45  1.937369E-45  2.164777E-45  2.776143E-45
  1.658129E-45  3.134686E-45  2.313682E-45  1.744824E-45  1.465550E-45  1.670259E-45  1.854449E-45  2.162905E-45
  1.448274E-45  2.085290E-45  1.837484E-45  1.717877E-45  1.879328E-45  2.054620E-45  2.825870E-45  3.058759E-45
  2.330586E-45  2.988769E-45  2.705532E-45  2.876740E-45  2.365820E-45  2.044347E-45  2.082992E-45  2.060647E-45
  1.659117E-45  1.881866E-45  1.835793E-45  1.815662E-45  1.719846E-45  1.844200E-45  2.062956E-45  2.330096E-45
  1.804496E-45  2.018484E-45  1.936955E-45  1.909393E-45  1.920549E-45  1.907167E-45  1.890841E-45  1.964054E-45
  1.911167E-45  2.219104E-45  2.235123E-45  2.724595E-45  2.700448E-45  2.903954E-45  4.300162E-45  5.731199E-45
  2.828563E-45  6.478437E-45  4.725524E-45  2.922745E-45  3.054330E-45  2.949805E-45  2.555630E-45  2.720752E-45
  2.053923E-45  2.474085E-45  2.290902E-45  2.298856E-45  2.271754E-45  2.197756E-45  2.482169E-45  2.676878E-45
  2.069286E-45  2.409930E-45  2.415049E-45  2.237576E-45  2.121599E-45  2.270950E-45  3.350718E-45  4.189926E-45
  2.174328E-45  3.335642E-45  2.949941E-45  2.390492E-45  2.375065E-45  2.723226E-45  3.147243E-45  3.448211E-45
  3.135812E-45  4.164803E-45  3.639745E-45  2.709034E-45  2.537335E-45  2.653585E-45  2.827121E-45  2.872737E-45
  2.224582E-45  3.025372E-45  2.742671E-45  2.585024E-45  2.438495E-45  2.485334E-45  2.546361E-45  2.915486E-45
  2.474035E-45  2.751141E-45  2.695314E-45  2.774463E-45  2.521988E-45  2.692509E-45  2.788010E-45  3.039176E-45
  3.083258E-45  3.646620E-45  3.468101E-45  3.600599E-45  4.011411E-45  4.850411E-45  5.808523E-45  6.675422E-45
